"","Student ID","Gender","First Generation Indicator","Term Code","Term UG Crs GPA","Cum UG Crs GPA"
"383",8113661,"Male","Not First Generation College Stdnt","202510",NA,3.4
"384",8113775,"Female","Not First Generation College Stdnt","202410",4,4
"385",8113775,"Female","Not First Generation College Stdnt","202420",4,4
"386",8113775,"Female","Not First Generation College Stdnt","202510",NA,4
"387",8113883,"Male","Not First Generation College Stdnt","202410",3.61,3.61
"388",8113883,"Male","Not First Generation College Stdnt","202420",3.12,3.43
"389",8113883,"Male","Not First Generation College Stdnt","202510",NA,3.5
"390",8113913,"Male","First Generation College Stdnt","202410",3.37,3.37
"391",8113913,"Male","First Generation College Stdnt","202420",1.92,2.7
"392",8113913,"Male","First Generation College Stdnt","202510",NA,2.7
"393",8113952,"Male","Not First Generation College Stdnt","202410",2.32,2.32
"394",8113952,"Male","Not First Generation College Stdnt","202420",3.05,2.76
"395",8113952,"Male","Not First Generation College Stdnt","202510",NA,2.76
"396",8114030,"Female","Not First Generation College Stdnt","202410",3.75,3.75
"397",8114030,"Female","Not First Generation College Stdnt","202420",3.77,3.76
"398",8114030,"Female","Not First Generation College Stdnt","202510",NA,3.76
"399",8114059,"Female","Not First Generation College Stdnt","202410",4,4
"400",8114059,"Female","Not First Generation College Stdnt","202420",3.31,3.63
"401",8114059,"Female","Not First Generation College Stdnt","202510",NA,3.63
"402",8114711,"Female","Not First Generation College Stdnt","202410",3.7,3.7
"403",8114711,"Female","Not First Generation College Stdnt","202420",3.68,3.69
