"","Student.ID","Cohort.Term","Term.Code","Major.1","Major.2","Major.3","Graduated","Cum.Credit.Hrs","Cum.UG.Crs.GPA"
"364",8112667,202410,202510,"Accountancy","None","None",0,38,"3.82"
"365",8112942,202410,202410,"BA Major","None","None",0,15,"3.94"
"366",8112942,202410,202420,"BA Major","None","None",0,30,"3.84"
"367",8112942,202410,202510,"BA Major","None","None",0,30,"3.84"
"368",8113087,202410,202410,"BA Major","None","None",0,15,"3.94"
"369",8113087,202410,202420,"BA Major","None","None",0,30,"3.59"
"370",8113087,202410,202510,"BA Major","None","None",0,30,"3.59"
"371",8113388,202410,202410,"BA Major","None","None",0,47,"3.79"
"372",8113388,202410,202420,"BA Major","None","None",0,59,"3.77"
"373",8113388,202410,202510,"BA Major","None","None",0,59,"3.77"
"374",8113623,202410,202410,"Finance","None","None",0,50,"3.68"
"375",8113623,202410,202420,"Accountancy","None","None",0,65,"3.71"
"376",8113623,202410,202510,"BA Major","Finance","None",0,65,"3.71"
"377",8113661,202410,202410,"BA Major","None","None",0,17,"3.6"
"378",8113661,202410,202420,"BA Major","None","None",0,33,"3.4"
"379",8113661,202410,202510,"BA Major","None","None",0,33,"3.4"
"380",8113775,202410,202410,"BA Major","None","None",0,49,"4"
"381",8113775,202410,202420,"BA Major","None","None",0,70,"4"
"382",8113775,202410,202510,"BA Major","None","None",0,70,"4"
"383",8113883,202410,202410,"BA Major","None","None",0,17,"3.61"
"384",8113883,202410,202420,"BA Major","None","None",0,34,"3.43"
"385",8113883,202410,202510,"BA Major","None","None",0,40,"3.5"
"386",8113913,202410,202410,"BA Major","None","None",0,14,"3.37"
"387",8113913,202410,202420,"BA Major","None","None",0,26,"2.7"
"388",8113913,202410,202510,"BA Major","None","None",0,26,"2.7"
"389",8113952,202410,202410,"BA Major","None","None",0,25,"2.32"
"390",8113952,202410,202420,"BA Major","None","None",0,42,"2.76"
"391",8113952,202410,202510,"BA Major","None","None",0,42,"2.76"
"392",8114030,202410,202410,"Undeclared - Business","None","None",0,16,"3.75"
"393",8114030,202410,202420,"BA Major","None","None",0,33,"3.76"
"394",8114030,202410,202510,"BA Major","None","None",0,33,"3.76"
"395",8114059,202410,202410,"BA Major","None","None",0,30,"4"
"396",8114059,202410,202420,"BA Major","None","None",0,47,"3.63"
"397",8114059,202410,202510,"BA Major","None","None",0,47,"3.63"
"398",8114711,202410,202410,"BA Major","None","None",0,29,"3.7"
"399",8114711,202410,202420,"BA Major","None","None",0,45,"3.69"
"400",8114711,202410,202510,"BA Major","None","None",0,45,"3.69"
"401",8114906,202410,202410,"BA Major","None","None",0,24,"3.5"
"402",8114906,202410,202420,"BA Major","None","None",0,39,"3.41"
"403",8114906,202410,202510,"BA Major","None","None",0,46,"3.25"
"404",8114983,202410,202410,"BA Major","None","None",0,14,"3.14"
"405",8114983,202410,202420,"Human Capital Mgmt& Leadership","None","None",0,26,"2.8"
"406",8114983,202410,202510,"Human Capital Mgmt& Leadership","None","None",0,26,"2.8"
"407",8115221,202410,202410,"BA Major","None","None",0,13,"2.71"
