"","Student ID","Cohort Term","Term Code","Enrolled Student Count","Major 1","Major 2","Major 3"
"220",8203997,"202210","202510",1,"IS Major",NA,NA
"221",8204070,"202210","202210",1,"Finance",NA,NA
"222",8204070,"202210","202220",1,"BA Major",NA,NA
"223",8204070,"202210","202310",1,"BA Major",NA,NA
"224",8204070,"202210","202320",1,"IS Major",NA,NA
"225",8204070,"202210","202410",1,"IS Major",NA,NA
"226",8204070,"202210","202420",1,"IS Major",NA,NA
"227",8204070,"202210","202510",1,"IS Major",NA,NA
"228",8204796,"202210","202210",1,"CAS","Human Capital Mgmt& Leadership",NA
"229",8204796,"202210","202220",1,"CAS","Human Capital Mgmt& Leadership",NA
"230",8204796,"202210","202310",1,"CAS","Human Capital Mgmt& Leadership",NA
"231",8204796,"202210","202320",1,"IS Major",NA,NA
"232",8204796,"202210","202410",1,"IS Major",NA,NA
"233",8204796,"202210","202420",1,"IS Major",NA,NA
"234",8204796,"202210","202510",1,"IS Major",NA,NA
"235",8205621,"202210","202210",1,"Human Capital Mgmt& Leadership",NA,NA
"236",8205621,"202210","202220",1,"Human Capital Mgmt& Leadership",NA,NA
"237",8205621,"202210","202310",1,"Marketing",NA,NA
"238",8205621,"202210","202320",1,"IS Major","Marketing",NA
"239",8205621,"202210","202410",1,"IS Major","Marketing",NA
"240",8205621,"202210","202420",1,"IS Major","Marketing",NA
"241",8205621,"202210","202510",1,"IS Major","Marketing",NA
"242",8205774,"202210","202210",1,"Undeclared - Business",NA,NA
"243",8205774,"202210","202220",1,"Undeclared - Business",NA,NA
"244",8205774,"202210","202310",1,"IS Major",NA,NA
"245",8205774,"202210","202320",1,"IS Major",NA,NA
"246",8205774,"202210","202410",1,"IS Major",NA,NA
"247",8205774,"202210","202420",1,"IS Major",NA,NA
"248",8205774,"202210","202510",1,"IS Major",NA,NA
"249",8206175,"202210","202210",1,"IS Major",NA,NA
"250",8206175,"202210","202220",1,"IS Major",NA,NA
"251",8206175,"202210","202310",1,"Cybersecurity Mgt Major",NA,NA
"252",8206175,"202210","202320",1,"Cybersecurity Mgt Major",NA,NA
"253",8206175,"202210","202410",1,"Cybersecurity Mgt Major",NA,NA
"254",8206175,"202210","202420",1,"Supply Chain & Operations Mgmt",NA,NA
"255",8206175,"202210","202510",1,"Supply Chain & Operations Mgmt",NA,NA
"256",8207043,"202210","202210",1,"Undeclared - Business",NA,NA
"257",8207043,"202210","202220",1,"Undeclared - Business",NA,NA
"258",8207043,"202210","202310",1,"IS Major",NA,NA
"259",8207043,"202210","202320",1,"IS Major",NA,NA
"260",8207043,"202210","202410",1,"IS Major",NA,NA
"261",8207043,"202210","202420",1,"IS Major",NA,NA
"262",8207043,"202210","202510",1,"IS Major",NA,NA
"263",8208211,"202210","202210",1,"Finance",NA,NA
"264",8208211,"202210","202220",1,"Finance",NA,NA
"265",8208211,"202210","202310",1,"Accountancy","Finance",NA
"266",8208211,"202210","202320",1,"Accountancy","Finance",NA
"267",8208211,"202210","202410",1,"Accountancy","BA Major",NA
"268",8208211,"202210","202420",1,"BA Major","IS Major",NA
"269",8208211,"202210","202510",1,"BA Major","IS Major",NA
"270",8218558,"202210","202210",1,"Business Economics",NA,NA
"271",8218558,"202210","202220",1,"IS Major",NA,NA
"272",8218558,"202210","202310",1,"IS Major",NA,NA
"273",8218558,"202210","202320",1,"IS Major",NA,NA
"274",8218558,"202210","202410",1,"IS Major",NA,NA
"275",8218558,"202210","202420",1,"IS Major",NA,NA
"276",8218558,"202210","202510",1,"IS Major",NA,NA
"277",8223835,"202110","202110",1,"CAS",NA,NA
"278",8223835,"202110","202120",1,"CAS",NA,NA
"279",8223835,"202110","202210",1,"Finance",NA,NA
"280",8223835,"202110","202220",1,"Finance",NA,NA
"281",8223835,"202110","202310",1,"Finance",NA,NA
"282",8223835,"202110","202320",1,"IS Major",NA,NA
"283",8223835,"202110","202410",1,"IS Major",NA,NA
"284",8223835,"202110","202420",1,"IS Major",NA,NA
"285",8225982,"202210","202210",1,"CCA","IS Major",NA
"286",8225982,"202210","202220",1,"CCA","IS Major",NA
"287",8226272,"202110","202110",1,"Undeclared - Business",NA,NA
"288",8226272,"202110","202120",1,"Undeclared - Business",NA,NA
"289",8226272,"202110","202210",1,"IS Major",NA,NA
"290",8226272,"202110","202220",1,"IS Major","Marketing",NA
"291",8226272,"202110","202310",1,"IS Major","Marketing",NA
"292",8226272,"202110","202320",1,"IS Major","Marketing",NA
"293",8226272,"202110","202410",1,"IS Major","Marketing",NA
"294",8226272,"202110","202420",1,"IS Major","Marketing",NA
"295",8226515,"202110","202110",1,"Business Economics",NA,NA
"296",8226515,"202110","202120",1,"Business Economics",NA,NA
"297",8226515,"202110","202210",1,"IS Major",NA,NA
"298",8226515,"202110","202220",1,"IS Major",NA,NA
"299",8226515,"202110","202310",1,"IS Major",NA,NA
"300",8226515,"202110","202410",1,"IS Major",NA,NA
"301",8226515,"202110","202420",1,"CEC",NA,NA
"302",8226515,"202110","202510",1,"CEC",NA,NA
"303",8226542,"202110","202110",1,"Business Economics",NA,NA
"304",8226542,"202110","202120",1,"IS Major",NA,NA
"305",8226542,"202110","202210",1,"IS Major",NA,NA
"306",8226542,"202110","202220",1,"IS Major",NA,NA
"307",8226542,"202110","202310",1,"Cybersecurity Mgt Major",NA,NA
"308",8226542,"202110","202320",1,"Cybersecurity Mgt Major",NA,NA
"309",8226542,"202110","202410",1,"Cybersecurity Mgt Major",NA,NA
"310",8226542,"202110","202420",1,"Cybersecurity Mgt Major",NA,NA
"311",8230669,"202110","202110",1,"Accountancy",NA,NA
"312",8230669,"202110","202120",1,"Accountancy",NA,NA
"313",8230669,"202110","202210",1,"Accountancy",NA,NA
"314",8230669,"202110","202220",1,"Accountancy",NA,NA
"315",8230669,"202110","202310",1,"Accountancy","IS Major",NA
"316",8230669,"202110","202320",1,"Accountancy","IS Major",NA
"317",8230669,"202110","202410",1,"Accountancy","IS Major",NA
"318",8230669,"202110","202420",1,"Accountancy","IS Major",NA
"319",8230735,"202110","202110",1,"IS Major",NA,NA
"320",8230735,"202110","202120",1,"IS Major",NA,NA
"321",8230735,"202110","202210",1,"IS Major",NA,NA
"322",8230735,"202110","202220",1,"IS Major",NA,NA
"323",8230735,"202110","202310",1,"BA Major","IS Major",NA
"324",8230735,"202110","202320",1,"BA Major","IS Major",NA
"325",8230735,"202110","202410",1,"BA Major","IS Major",NA
"326",8230735,"202110","202420",1,"BA Major","IS Major",NA
"327",8231350,"202110","202110",1,"Business Economics",NA,NA
"328",8231350,"202110","202120",1,"Marketing",NA,NA
"329",8231350,"202110","202210",1,"Business Economics",NA,NA
"330",8231350,"202110","202220",1,"Finance","IS Major",NA
"331",8231350,"202110","202310",1,"Finance",NA,NA
"332",8231350,"202110","202320",1,"Finance",NA,NA
"333",8231350,"202110","202410",1,"Finance",NA,NA
"334",8231350,"202110","202420",1,"Finance",NA,NA
"335",8231569,"202110","202110",1,"IS Major",NA,NA
"336",8231569,"202110","202120",1,"IS Major",NA,NA
"337",8231569,"202110","202210",1,"IS Major",NA,NA
"338",8231569,"202110","202220",1,"IS Major",NA,NA
"339",8231569,"202110","202310",1,"Cybersecurity Mgt Major",NA,NA
"340",8231569,"202110","202320",1,"Cybersecurity Mgt Major",NA,NA
"341",8231569,"202110","202410",1,"Cybersecurity Mgt Major",NA,NA
"342",8231569,"202110","202420",1,"Cybersecurity Mgt Major",NA,NA
"343",8231842,"202110","202110",1,"Undeclared - Business",NA,NA
"344",8231842,"202110","202120",1,"Undeclared - Business",NA,NA
"345",8231842,"202110","202210",1,"Undeclared - Business",NA,NA
"346",8231842,"202110","202220",1,"IS Major",NA,NA
"347",8231842,"202110","202310",1,"IS Major",NA,NA
"348",8231842,"202110","202320",1,"IS Major",NA,NA
"349",8231842,"202110","202410",1,"IS Major",NA,NA
"350",8231842,"202110","202420",1,"IS Major",NA,NA
"351",8232786,"202110","202110",1,"Undeclared - Business",NA,NA
"352",8232786,"202110","202120",1,"Undeclared - Business",NA,NA
"353",8232786,"202110","202210",1,"Undeclared - Business",NA,NA
"354",8232786,"202110","202220",1,"IS Major",NA,NA
"355",8232786,"202110","202310",1,"Cybersecurity Mgt Major",NA,NA
"356",8232786,"202110","202320",1,"Cybersecurity Mgt Major",NA,NA
"357",8232786,"202110","202410",1,"Cybersecurity Mgt Major",NA,NA
"358",8232786,"202110","202420",1,"Cybersecurity Mgt Major",NA,NA
"359",8233515,"202110","202110",1,"Undeclared - Business",NA,NA
"360",8233515,"202110","202120",1,"Undeclared - Business",NA,NA
"361",8233515,"202110","202210",1,"Undeclared - Business",NA,NA
"362",8233515,"202110","202220",1,"IS Major",NA,NA
"363",8233515,"202110","202310",1,"Business Economics",NA,NA
"364",8233515,"202110","202320",1,"Business Economics",NA,NA
"365",8233515,"202110","202410",1,"Business Economics",NA,NA
"366",8233515,"202110","202420",1,"Business Economics",NA,NA
"367",8233844,"202110","202110",1,"Accountancy",NA,NA
"368",8233844,"202110","202120",1,"Accountancy",NA,NA
"369",8233844,"202110","202210",1,"CAS","IS Major",NA
"370",8233844,"202110","202220",1,"BA Major","CAS",NA
"371",8233844,"202110","202310",1,"BA Major","CAS",NA
"372",8233844,"202110","202320",1,"BA Major",NA,NA
"373",8233844,"202110","202410",1,"BA Major",NA,NA
"374",8233844,"202110","202420",1,"BA Major",NA,NA
"375",8234195,"202110","202110",1,"Accountancy",NA,NA
"376",8234195,"202110","202120",1,"Accountancy",NA,NA
"377",8234195,"202110","202210",1,"Accountancy",NA,NA
"378",8234195,"202110","202220",1,"IS Major",NA,NA
"379",8234195,"202110","202310",1,"IS Major",NA,NA
"380",8234195,"202110","202320",1,"IS Major",NA,NA
"381",8234195,"202110","202410",1,"IS Major",NA,NA
"382",8234195,"202110","202420",1,"IS Major",NA,NA
"383",8235359,"202110","202110",1,"CAS",NA,NA
"384",8235359,"202110","202120",1,"CAS",NA,NA
"385",8235359,"202110","202210",1,"Undeclared - Business",NA,NA
"386",8235359,"202110","202220",1,"IS Major",NA,NA
"387",8235359,"202110","202310",1,"IS Major",NA,NA
"388",8235359,"202110","202320",1,"IS Major",NA,NA
"389",8235359,"202110","202410",1,"IS Major",NA,NA
"390",8235359,"202110","202420",1,"IS Major",NA,NA
"391",8235554,"202110","202110",1,"IS Major",NA,NA
"392",8235554,"202110","202120",1,"IS Major",NA,NA
"393",8235554,"202110","202210",1,"Finance",NA,NA
"394",8235554,"202110","202220",1,"Finance",NA,NA
"395",8235554,"202110","202310",1,"Finance",NA,NA
"396",8235554,"202110","202320",1,"Finance",NA,NA
"397",8235554,"202110","202410",1,"Finance",NA,NA
"398",8235554,"202110","202420",1,"Finance",NA,NA
"399",8235697,"202110","202110",1,"Accountancy",NA,NA
"400",8235697,"202110","202120",1,"Accountancy",NA,NA
"401",8235697,"202110","202210",1,"Accountancy",NA,NA
"402",8235697,"202110","202220",1,"IS Major",NA,NA
"403",8235697,"202110","202310",1,"IS Major",NA,NA
"404",8235697,"202110","202320",1,"IS Major",NA,NA
"405",8235697,"202110","202410",1,"IS Major",NA,NA
"406",8235697,"202110","202420",1,"IS Major",NA,NA
"407",8235926,"202110","202110",1,"Undeclared - Business",NA,NA
"408",8235926,"202110","202120",1,"Undeclared - Business",NA,NA
"409",8235926,"202110","202210",1,"Undeclared - Business",NA,NA
"410",8235926,"202110","202220",1,"IS Major",NA,NA
"411",8235926,"202110","202310",1,"BA Major",NA,NA
"412",8235926,"202110","202320",1,"BA Major",NA,NA
"413",8235926,"202110","202410",1,"BA Major",NA,NA
"414",8235926,"202110","202420",1,"BA Major",NA,NA
"415",8236079,"202110","202110",1,"Business Economics",NA,NA
"416",8236079,"202110","202120",1,"Business Economics",NA,NA
"417",8236079,"202110","202210",1,"IS Major",NA,NA
"418",8236079,"202110","202220",1,"IS Major",NA,NA
"419",8236079,"202110","202310",1,"IS Major",NA,NA
"420",8236079,"202110","202320",1,"IS Major",NA,NA
"421",8236079,"202110","202410",1,"IS Major",NA,NA
"422",8237411,"202110","202110",1,"Business Economics",NA,NA
"423",8237411,"202110","202120",1,"Business Economics",NA,NA
"424",8237411,"202110","202210",1,"IS Major",NA,NA
"425",8237411,"202110","202220",1,"IS Major",NA,NA
"426",8237411,"202110","202310",1,"IS Major",NA,NA
"427",8237411,"202110","202320",1,"IS Major",NA,NA
"428",8237411,"202110","202410",1,"IS Major",NA,NA
"429",8237411,"202110","202420",1,"IS Major",NA,NA
"430",8238330,"202110","202110",1,"Business Economics",NA,NA
"431",8238330,"202110","202120",1,"Marketing",NA,NA
"432",8238330,"202110","202210",1,"Marketing",NA,NA
"433",8238330,"202110","202220",1,"IS Major","Marketing",NA
"434",8238330,"202110","202310",1,"IS Major","Marketing",NA
"435",8238330,"202110","202320",1,"IS Major","Marketing",NA
"436",8238330,"202110","202410",1,"IS Major","Marketing",NA
"437",8238330,"202110","202420",1,"IS Major","Marketing",NA
"438",8239231,"202110","202110",1,"IS Major",NA,NA
"439",8239231,"202110","202120",1,"Finance",NA,NA
"440",8239231,"202110","202210",1,"Finance",NA,NA
"441",8239231,"202110","202310",1,"Finance",NA,NA
"442",8239231,"202110","202320",1,"Finance",NA,NA
"443",8239231,"202110","202410",1,"Finance",NA,NA
"444",8239231,"202110","202420",1,"Finance",NA,NA
"445",8239643,"202110","202110",1,"IS Major",NA,NA
"446",8239643,"202110","202120",1,"IS Major",NA,NA
"447",8239643,"202110","202210",1,"IS Major",NA,NA
"448",8239643,"202110","202220",1,"IS Major",NA,NA
"449",8239643,"202110","202310",1,"IS Major",NA,NA
"450",8239643,"202110","202320",1,"IS Major",NA,NA
"451",8239643,"202110","202410",1,"IS Major",NA,NA
"452",8240060,"202110","202110",1,"IS Major",NA,NA
"453",8240060,"202110","202120",1,"IS Major",NA,NA
"454",8240060,"202110","202210",1,"IS Major",NA,NA
"455",8240060,"202110","202220",1,"Supply Chain & Operations Mgmt",NA,NA
"456",8240060,"202110","202310",1,"Supply Chain & Operations Mgmt",NA,NA
"457",8240060,"202110","202320",1,"Supply Chain & Operations Mgmt",NA,NA
